Date,Time,Category,Qty,Price Point Name,SKU,Gross Sales,Discounts,Customer ID,Cost,Margin,Gender,Age,State
6/16/18,16:32:42,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,10KJ0FC835138HNDR65WTXR7EW,5.46,61%,Male,46-55,SC
6/16/18,15:00:06,None,1,,1075,$14.00 ,$0.00 ,7GSSM6VB696S6RZWKY5W1G9SBC,5.46,61%,Female,18-25,VA
6/16/18,13:45:03,Handmade - Apothecary,1,Regular,1155,$14.00 ,$0.00 ,RRHD1EC5BD6JWV6RSED1MFRZAC,5.46,61%,Female,36-45,GA
6/14/18,16:35:29,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,MHYF89389N76PM0Z7Y0NHKAM0R,5.46,61%,Male,56-64,FL
6/9/18,16:57:06,Handmade - Jewelry,1,,419,$14.00 ,($2.80),VY7QEEK0B1584MVD2X9EZCYT54,5.46,61%,Female,64+,FL
6/9/18,13:57:02,Handmade - Jewelry,1,,418,$14.00 ,($1.40),YY73DZQREN6VAN173Y1V9T344C,5.46,61%,Female,26-35,NC
6/8/18,17:17:28,Antiques,2,,544,$14.00 ,$0.00 ,GZNENE4FK10SPS151MRY8RBRAC,5.46,61%,Male,36-45,NC
6/7/18,14:31:03,Handmade - Jewelry,1,,418,$14.00 ,$0.00 ,SZ6JR45HBD59MJVSS27J2TND6G,5.46,61%,Female,26-35,NC
6/6/18,13:49:23,Handmade - Apothecary,1,"Honey, Relax",1154,$14.00 ,$0.00 ,AA83T27RHS6QTXC6V0CN7BJKE4,5.46,61%,Female,36-45,NC
6/2/18,16:07:54,Handmade - Apothecary,1,Get Lifted,1153,$14.00 ,$0.00 ,4RMYME115H73PK8GBHRFFFE0C4,5.46,61%,Female,46-55,NC
5/25/18,12:50:06,None,1,,1138,$14.00 ,$0.00 ,PCG8DVFAJN0F0NW8E8GH0ZW1B0,5.46,61%,Male,26-35,NC
5/23/18,13:45:15,Vintage Clothing,1,,593,$14.00 ,$0.00 ,G2QARWXSZH22EG2YVB8BZ6DQ20,5.46,61%,Male,36-45,NC
5/20/18,16:11:38,Handmade - Apothecary,1,Regular,1155,$14.00 ,$0.00 ,G1TE9PN2CX5VYX4K4MYVB4Z4KC,5.46,61%,Female,46-55,SC
5/20/18,16:05:24,Handmade - Apothecary,1,Get Lifted,1153,$14.00 ,$0.00 ,KQ1ZXTAD2D0REH1KN0WDBWXK58,5.46,61%,Female,18-25,SC
5/19/18,16:03:48,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,98N9J0ATGX0D1AEFH4J2N5W33W,5.46,61%,Female,26-35,TN
5/19/18,16:03:48,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,B7R2CAE669294WAA4CRAB3JK7C,5.46,61%,Male,46-55,VA
5/16/18,13:10:08,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,NSR1THSAFN3VGMJAZE6BV882HC,5.46,61%,Female,18-25,GA
5/15/18,17:54:32,Handmade - Apothecary,1,Sweet Dreams,1150,$14.00 ,$0.00 ,W2JQQEHWMD2JGGC7GK5T4X3J20,5.46,61%,Male,18-25,GA
5/12/18,17:42:53,Handmade - Apothecary,1,Regular,1155,$14.00 ,($2.80),MAN6PY23Z54ECMHTSHCKPXR1BM,5.46,61%,Male,26-35,FL
5/10/18,19:28:28,Handmade - Jewelry,1,,418,$14.00 ,($1.40),EWPS9K20XD7P6NN3G7F3KPNJMG,5.46,61%,Female,18-25,NC
4/28/18,14:46:07,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,5FEDYWMFQD5WTHC3H0X6AYEW64,5.46,61%,Female,26-35,NC
4/27/18,17:06:11,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,NMG0MS9FWS206M319AB41V4PGG,5.46,61%,Male,46-55,NC
4/27/18,16:15:23,Vintage Clothing,1,,335,$14.00 ,$0.00 ,8P9QXJXQ4X17WS6YF5J9FMP9M8,5.46,61%,Male,18-25,NC
4/26/18,16:46:59,Handmade - Jewelry,1,,419,$14.00 ,$0.00 ,VVJ3H16FMH7J96TPMXV02EB5TR,5.46,61%,Male,26-35,NC
4/20/18,17:33:24,Antiques,1,,923,$14.00 ,$0.00 ,5TA2Q4AN0S1AASX6VW7249GQGM,5.46,61%,Female,36-45,SC
4/17/18,16:07:51,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,HTZBTPJ1JD47TYEGQ6MRKDAR0W,5.46,61%,Female,18-25,TN
4/14/18,17:02:41,Custom Merchandise,1,Regular,533,$14.00 ,($2.80),N5APR6WEAH3ZPRS1ANH533KCK4,5.46,61%,Male,36-45,VA
4/14/18,16:03:02,Antiques,2,,534,$14.00 ,($1.40),3RTYSH5HKN7KAH0VFFX7BBKP94,5.46,61%,Female,64+,FL
4/13/18,14:10:21,Antiques,1,Regular,806,$14.00 ,$0.00 ,8NK6ZGAGN56KPM1XG95PE98JXM,5.46,61%,Female,18-25,FL
4/12/18,15:20:46,Vintage Clothing,1,Regular,865,$14.00 ,$0.00 ,PR6Z1P9A3N4SMY5AWCKJTV8STM,5.46,61%,Male,26-35,NC
4/10/18,13:43:40,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,Q9YRN2YX0H018ZB14RJPYWDV1G,5.46,61%,Female,36-45,NC
4/7/18,18:08:05,Antiques,1,,101,$14.00 ,$0.00 ,ARAZ57BJRN5QGH5SK4Y0W2EZCW,5.46,61%,Female,18-25,NC
4/6/18,19:36:37,Handmade - Jewelry,1,,420,$14.00 ,($1.40),QH7DVX6N1D498VTMVHY6XBKGWW,5.46,61%,Male,18-25,NC
4/6/18,19:24:25,Handmade - Jewelry,1,,418,$14.00 ,($1.40),6EZRR8JXMD0EPZGP6E34M9EVWM,5.46,61%,Female,36-45,NC
4/6/18,18:46:42,Vintage Clothing,1,,330,$14.00 ,($1.40),CP3VYYQMEN2KCJR3WV5AFN3M5C,5.46,61%,Female,56-64,SC
3/31/18,16:35:05,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,ZJVFHH7Q1D3C0K2HK0QW65GXH8,5.46,61%,Female,36-45,TN
3/31/18,13:03:00,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,VGN0BKZJ2D26EYR799YYRG2GJR,5.46,61%,Female,64+,VA
3/28/18,14:54:43,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,628DGQRDX17METXQXJN2E7ET84,5.46,61%,Female,18-25,GA
3/24/18,17:27:55,Antiques,1,,84,$14.00 ,$0.00 ,MG9TFYPN556ZRP6QMDRN30VJZC,5.46,61%,Female,36-45,FL
3/23/18,15:49:29,Vintage Clothing,1,Regular,972,$14.00 ,$0.00 ,VFMMVD5N69686HVJHJ00F5WNFG,5.46,61%,Female,18-25,FL
3/20/18,14:26:57,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,BBKFD6EQ8X7FMMKMVNB4Q00588,5.46,61%,Male,36-45,NC
3/20/18,13:26:35,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,PRKJ0Z80RX746TFTGRGFHCWRYC,5.46,61%,Male,46-55,NC
3/17/18,12:17:46,Vintage Clothing,1,,10,$14.00 ,$0.00 ,7PVVP1YQCN2EEWZ48KQSGFDM1M,5.46,61%,Female,26-35,NC
3/14/18,16:39:34,Handmade - Jewelry,1,,420,$14.00 ,$0.00 ,X580FWRZ9D460SHM4202CG4YC0,5.46,61%,Female,36-45,NC
3/10/18,12:49:47,Handmade - Jewelry,1,,418,$14.00 ,($2.10),HRZC1W3S1D5C0XHC7VNQD6DTKW,5.46,61%,Female,46-55,SC
3/10/18,12:45:04,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,9S7E0S5RD12Q6PTVRJBGXAWP7R,5.46,61%,Male,18-25,SC
3/9/18,18:02:59,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,FFSHBM8JT94NRRK1H1QEP107ER,5.46,61%,Male,56-64,GA
3/3/18,12:36:09,Handmade - Jewelry,1,,419,$14.00 ,$0.00 ,B1RQ7KZ4CN0GGRR3BWGD6TSWVM,5.46,61%,Male,18-25,NC
3/2/18,18:40:47,Antiques,1,,947,$14.00 ,($1.40),CH8XH045SS4HMRS6KP28GPTN5M,5.46,61%,Male,26-35,NC
3/2/18,18:40:47,Antiques,2,,544,$14.00 ,($1.40),2SJ9CR8A3H5DENT6NBQCEADCFR,5.46,61%,Female,46-55,NC
2/27/18,15:52:22,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,13385T8XT1486Z4F4J0SCANKB4,5.46,61%,Female,26-35,NC
2/23/18,16:32:38,Antiques,1,Regular,76,$14.00 ,($2.10),ZB2E5P2AN92N6QEXKCBY30F8R4,5.46,61%,Female,56-64,SC
2/17/18,15:08:54,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,S5CAVPHYG97V2PXWGMJT1MANKW,5.46,61%,Female,18-25,SC
2/17/18,13:32:26,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,HNNH2H9HT902JHM22C8C2ZWT7M,5.46,61%,Female,26-35,SC
2/16/18,16:07:01,Custom Merchandise,1,Regular,533,$14.00 ,($2.10),RS2MJ54GZH0EEPQ0VE23D39XPW,5.46,61%,Female,36-45,TN
2/13/18,12:36:43,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,A04PNRFBRN3X2H4VCFS3GPXTSR,5.46,61%,Male,46-55,VA
2/13/18,12:36:43,Vintage Accessories,1,,432,$14.00 ,$0.00 ,39YFBD22TS71MZ1R966B3B276C,5.46,61%,Male,56-64,VA
2/8/18,13:26:55,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,DX6DT54NJN3QENPF9C1RCA63P8,5.46,61%,Female,18-25,GA
2/3/18,12:49:02,Handmade - Jewelry,1,,419,$14.00 ,$0.00 ,956DN4EHZD74YYZK3TR0HQWJYR,5.46,61%,Female,26-35,GA
2/2/18,19:32:00,Handmade - Apothecary,1,,523,$14.00 ,($1.40),PGX8DVWN112KTZ375K5TZ7348R,5.46,61%,Male,18-25,FL
2/2/18,17:32:13,Handmade - Jewelry,1,,419,$14.00 ,($1.40),KQ1E6AGPZ1400KJ5CFD42XWFTC,5.46,61%,Female,26-35,NC
2/1/18,13:41:15,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,SJFMYSPK0S7PTXSHWATKBCV0R4,5.46,61%,Female,36-45,NC
2/1/18,12:14:10,Handmade - Jewelry,1,,418,$14.00 ,$0.00 ,C4MJ0744Z10Y4XDY6FQERPMW7R,5.46,61%,Male,26-35,NC
1/31/18,15:36:54,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,CMAGXQCYYH0WJWXR0HTD4DVX0M,5.46,61%,Male,36-45,NC
1/27/18,14:19:01,Handmade - Jewelry,1,,418,$14.00 ,$0.00 ,BZBM5WMM2S6KWMA0JGYYBYMHRW,5.46,61%,Female,46-55,SC
1/19/18,16:00:34,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,HPP4V1PZA96YEV215WYG6J5WMM,5.46,61%,Female,56-64,SC
1/16/18,13:22:16,Antiques,1,,373,$14.00 ,($2.10),Q6P0SK7T512GEN5VR4J7CRPMYW,5.46,61%,Female,18-25,SC
1/12/18,16:59:22,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,Q8ERJAEJM10E8QHANSQGFH7EQ4,5.46,61%,Female,26-35,TN
1/12/18,15:27:30,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,PPCN0ACDB5498SDYA2EXTTJZ5M,5.46,61%,Male,36-45,VA
1/12/18,12:46:08,Handmade - Jewelry,1,,419,$14.00 ,$0.00 ,QDNAHFW7717X2GYHDN8RWWWQZC,5.46,61%,Female,56-64,GA
1/5/18,14:01:39,Handmade - Apothecary,1,,523,$14.00 ,($2.10),FQD87W9FNN7MCM7GNJ7FXHPN2W,5.46,61%,Female,18-25,FL
12/30/17,18:04:24,Custom Merchandise,1,Regular,533,$14.00 ,($2.10),9J0W3041NS430QA9058NJT35KW,5.46,61%,Female,26-35,FL
12/30/17,15:14:56,Handmade - Jewelry,1,,419,$14.00 ,$0.00 ,QFFCXWZA7D7N2W69PK1FD3SCZ8,5.46,61%,Male,26-35,NC
12/29/17,18:52:12,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,BWD8N4MAA125ERCQCRCF4KMH5G,5.46,61%,Male,36-45,NC
12/28/17,17:07:00,Handmade - Jewelry,1,,420,$14.00 ,$0.00 ,247HB9J9ED01RQ524B9E6GJZ10,5.46,61%,Female,18-25,NC
12/28/17,16:39:49,Handmade - Apothecary,1,,532,$14.00 ,($2.10),PY8VBR7EQD136SE8DMJC3AVYPC,5.46,61%,Female,26-35,NC
12/26/17,15:57:47,Vintage Accessories,1,,134,$14.00 ,$0.00 ,MAXQPKDKCN1F2WVAP64H820K8M,5.46,61%,Female,36-45,NC
12/26/17,14:45:30,Handmade - Jewelry,1,,418,$14.00 ,$0.00 ,PZQ50CAYF55AAPE1EFZGD697F0,5.46,61%,Female,46-55,NC
12/24/17,12:49:49,Handmade - Apothecary,1,,532,$14.00 ,($2.10),FJPENEQBKD3KRK2PHNETDXQY2C,5.46,61%,Male,26-35,NC
12/14/17,16:04:01,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,R08HRJ8APH3X0TKNPQY6DCYWPR,5.46,61%,Female,46-55,NC
12/13/17,12:24:33,Custom Merchandise,1,Regular,533,$14.00 ,($2.10),9Y38X0BXDS76CQENPX4RNQKEMC,5.46,61%,Female,18-25,SC
12/7/17,12:15:05,Handmade - Apothecary,1,,532,$14.00 ,$0.00 ,7VSN2PDQYN09JH4AY4220X0YYM,5.46,61%,Male,26-35,SC
12/2/17,16:53:16,Custom Merchandise,1,Regular,533,$14.00 ,($2.10),EBYPSC360N7R2TYPBZHAAPJ9M8,5.46,61%,Female,56-64,VA
12/1/17,20:53:51,Vintage Clothing,1,,323,$14.00 ,($1.40),HVESJB7K3N0QGKSRWRSRW4J80G,5.46,61%,Male,26-35,GA
12/1/17,19:32:41,Custom Merchandise,1,Regular,533,$14.00 ,($1.40),H289N68S3S19RSSMVV3WSGRNJR,5.46,61%,Female,18-25,FL
12/1/17,16:26:27,Vintage Accessories,7,,383,$14.00 ,($1.40),WX4TSXYY6H49AQNNZ31B6VV6ZC,5.46,61%,Female,26-35,FL
11/25/17,16:35:15,Handmade - Apothecary,1,,523,$14.00 ,($2.80),4DF7CY4YTX4WYTV84MR95ETE60,5.46,61%,Female,26-35,NC
11/25/17,16:21:55,Vintage Accessories,1,,121,$14.00 ,($2.80),S6GXF2Q3J94S4PK52FGGFZD6BM,5.46,61%,Female,36-45,NC
11/25/17,12:23:35,Antiques,1,,619,$14.00 ,($2.80),VW06DCCZ9D0F0JB5036Y0MR1CM,5.46,61%,Female,46-55,NC
11/25/17,11:13:23,Custom Merchandise,1,Regular,533,$14.00 ,($2.80),T4N77QWC013AMXSMV1HKX5NZWW,5.46,61%,Female,56-64,SC
11/24/17,19:08:16,Vintage Clothing,1,,340,$14.00 ,($2.80),8RNNHNWDFS5F2R63XFWJJEF2AG,5.46,61%,Male,18-25,SC
11/24/17,17:01:36,Handmade - Jewelry,1,,419,$14.00 ,($2.80),WPDQW6KFEH5XATDSNR4V0TWJAG,5.46,61%,Male,26-35,SC
11/24/17,13:13:38,Custom Merchandise,1,Regular,533,$14.00 ,($2.80),KX5DPWK1MN6E2GTZXKV6CXNPG0,5.46,61%,Male,18-25,FL
11/24/17,11:50:06,Handmade - Apothecary,1,,523,$14.00 ,($2.80),X0Q6V36JE52GPV568XHRHA3YYC,5.46,61%,Female,36-45,NC
11/22/17,15:46:44,Vintage Clothing,1,,597,$14.00 ,$0.00 ,M3VHR7JNCD3M2P71RSTVWAFC5M,5.46,61%,Female,26-35,NC
11/21/17,13:24:38,Handmade - Jewelry,1,,420,$14.00 ,$0.00 ,F3M3HWE8GS7MPYW20PF6VGWHKC,5.46,61%,Male,36-45,NC
11/11/17,18:29:04,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,8YHY35D9D56EJRQDRVXXWDS9C8,5.46,61%,Male,46-55,NC
11/11/17,12:38:14,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,TPQ0ZVMTR95Z8PQP1CF2XG7V7M,5.46,61%,Female,18-25,NC
11/8/17,17:09:25,Handmade - Jewelry,1,,419,$14.00 ,($2.10),X5PPTA2XS177PT7ZVTH0YC6MEC,5.46,61%,Female,26-35,NC
11/7/17,12:42:57,Custom Merchandise,1,Regular,533,$14.00 ,$0.00 ,JY1AXJ2BMS3X2GMPJ2NSQFJ03R,5.46,61%,Female,36-45,NC
11/4/17,18:50:25,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,KDSG3S1JDX7S4WQDCGF4FKKMV4,5.46,61%,Male,56-64,NC
11/4/17,18:48:54,Handmade - Apothecary,1,,523,$14.00 ,$0.00 ,9XABVH7G210YWN8MJSV5EN3TH4,5.46,61%,Male,18-25,NC
11/4/17,15:09:57,Handmade - Jewelry,1,,419,$14.00 ,$0.00 ,2K0HRR25ED6Z6W94WEFYWCNQJW,5.46,61%,Female,26-35,SC
11/4/17,15:09:57,Handmade - Jewelry,1,,418,$14.00 ,$0.00 ,760KW4S3J92MGRNC0WNVDPHJBM,5.46,61%,Male,26-35,VA
11/4/17,15:09:06,Handmade - Jewelry,1,,418,$14.00 ,$0.00 ,KEZ5CMCSBD3WZC8GCG15BQ5050,5.46,61%,Female,18-25,GA
10/28/17,14:27:01,Vintage Clothing,1,,327,$14.00 ,$0.00 ,30794WK66S6KRTNSEBQ0VDPQXR,5.46,61%,Female,18-25,GA
10/27/17,16:53:53,Handmade - Jewelry,1,,420,$14.00 ,$0.00 ,XB0B9H34Q10N4H2HKNKW3NYBRG,5.46,61%,Male,26-35,FL
10/25/17,15:13:05,Handmade - Home,1,Regular,95,$14.00 ,$0.00 ,CTAVKSM1SD2QJSRSCAQH56DY64,5.46,61%,Male,36-45,FL
10/12/17,19:54:23,Handmade - Home,1,Regular,95,$14.00 ,$0.00 ,3HQRDA7S2D2CYYH4CC7JB1284R,5.46,61%,Female,46-55,NC
7/11/18,16:52:22,Handmade - Jewelry,1,Regular,880,$13.99 ,$0.00 ,SWWV2AHGK11TRNA8R8NSFT55F8,5.46,61%,Female,18-25,NC
7/4/18,14:58:06,Antiques,1,,539,$13.99 ,$0.00 ,1XCECJX6AN0C8QJS0VEENN2M9M,5.46,61%,Female,26-35,NC
6/22/18,15:21:47,Handmade - Jewelry,1,,857,$13.99 ,$0.00 ,Z06546EGZ960AVBYXH9NJ6KJ80,5.46,61%,Male,46-55,NC
12/20/17,12:58:28,Handmade - Pottery,1,,147,$13.99 ,($2.10),BRYRA99X2S4ZTPTJFTYA0XTG98,5.46,61%,Male,56-64,NC
10/28/17,15:51:27,Handmade - Pottery,1,,147,$13.99 ,$0.00 ,D6Q7X7REVX27ETBKW9TC90VDXW,5.46,61%,Female,18-25,SC
7/19/18,13:13:44,Handmade - Stationery,3,,379,$13.50 ,$0.00 ,S46XXMRN3S2RJX2RXQTBV3V3E0,5.46,60%,Female,36-45,TN
5/1/18,15:19:24,Antiques,3,Regular,1116,$13.50 ,$0.00 ,VA4W4QT1FH2ZJTGGM76VAR2SCM,5.46,60%,Male,46-55,VA
11/17/17,13:23:48,Handmade - Artwork,3,,377,$13.50 ,$0.00 ,TG5BK1D5NS502M7FE2DBXNS4WC,5.46,60%,Male,64+,GA
10/6/18,17:20:19,Vintage Clothing,1,,1609,$13.00 ,$0.00 ,WN47EX8SYH5HTGJ05TP0BY9D0W,5.46,58%,Female,26-35,FL
10/6/18,16:27:03,None,1,,1129,$13.00 ,($2.60),97E6SM63G51AJK70P80GAQ8F84,5.46,58%,Female,18-25,FL
10/6/18,14:40:39,Vintage Accessories,1,Regular,1050,$13.00 ,$0.00 ,48CY3QCCCD36CQB9BTPABPTKV8,5.46,58%,Female,26-35,NC
8/21/18,14:14:39,Vintage Clothing,1,Regular,1476,$13.00 ,$0.00 ,8W8TG87AKX7EPNJ5DN4XNQ5XX0,5.46,58%,Male,36-45,NC
8/18/18,12:26:10,Handmade - Apothecary,1,Bag,1200,$13.00 ,$0.00 ,T8GZ40ZY3S5D8TRJE9Q3QS52DW,5.46,58%,Male,18-25,NC
8/11/18,15:31:10,Handmade - Apothecary,1,Bag,1200,$13.00 ,$0.00 ,C2BRXCEV7S68PKCFMR02ZNHSY8,5.46,58%,Female,36-45,NC
8/4/18,15:01:18,Antiques,1,,932,$13.00 ,$0.00 ,FNNHQEXHQN0Q2Q3EFQCBRMN5JC,5.46,58%,Female,46-55,NC
8/3/18,19:23:30,Vintage Clothing,1,Regular,976,$13.00 ,($1.30),YXNQ70BEKD0XCWSCH6K7YX8ZRG,5.46,58%,Female,18-25,NC
8/3/18,15:39:50,Handmade - Apothecary,1,Seasonal Relief,1195,$13.00 ,$0.00 ,ADQMDHSZBX1M6J9GK2DN21HQW8,5.46,58%,Female,46-55,NC
7/21/18,17:40:44,Handmade - Apothecary,1,,940,$13.00 ,$0.00 ,XXV8STWTPD28RPVAPXDYSH8DDG,5.46,58%,Female,56-64,NC
7/19/18,15:09:09,Antiques,1,Regular,1165,$13.00 ,($1.30),K7Q73FK77X2TENZPF3JWQKZYKG,5.46,58%,Female,18-25,NC
7/18/18,13:47:09,Vintage Clothing,1,,325,$13.00 ,$0.00 ,WPPTVNFAZN1H4WFHQX6399C1M4,5.46,58%,Male,46-55,SC
7/14/18,12:59:48,Handmade - Apothecary,1,Bag,1200,$13.00 ,$0.00 ,2TEM37VJ8S2G0KHY57ZY1GJPJC,5.46,58%,Female,64+,VA
7/6/18,14:19:48,None,1,,1141,$13.00 ,$0.00 ,2JAA8XHJB526PMHMYG633AZS44,5.46,58%,Female,26-35,VA
7/3/18,15:34:03,Handmade - Jewelry,1,Regular,1013,$13.00 ,($1.95),VSH197KTFN70EMDE8EKJ2GASVW,5.46,58%,Female,18-25,GA
7/3/18,13:33:14,Vintage Clothing,1,,721,$13.00 ,$0.00 ,EAQFQBCRQ13FAP4JDRDD9Q7FER,5.46,58%,Female,26-35,FL
6/16/18,13:45:03,Handmade - Apothecary,1,Seasonal Relief,1195,$13.00 ,$0.00 ,459KDXPJ5H7P0R1EDJFRBCJ860,5.46,58%,Female,36-45,FL
5/26/18,17:00:30,Handmade - Apothecary,1,,940,$13.00 ,$0.00 ,SCARHK57ZX5D8TFDXKF89AQ6MG,5.46,58%,Female,46-55,NC
5/22/18,14:49:58,Handmade - Jewelry,1,Regular,1013,$13.00 ,$0.00 ,23E7RY6YMN7K2GF60PN1NCHQC4,5.46,58%,Male,18-25,NC
5/12/18,16:12:09,Vintage Accessories,1,Regular,1054,$13.00 ,($1.95),RYCMJWZHBS7DCNG9WDCFMRE3BM,5.46,58%,Female,46-55,NC
5/12/18,12:39:05,None,1,,1131,$13.00 ,$0.00 ,F7NC8938XN6KMQ5DYPPW9TVW8W,5.46,58%,Female,56-64,NC
5/8/18,13:23:22,Vintage Clothing,1,,331,$13.00 ,$0.00 ,174X4SB5CX7KMRXJ1BNCMYC77M,5.46,58%,Female,18-25,SC
5/4/18,19:10:44,Vintage Accessories,1,Regular,1058,$13.00 ,($1.30),W8HEZ76Y5N7MCGBQK70VF08TR4,5.46,58%,Male,26-35,SC
4/28/18,12:45:11,None,1,,1132,$13.00 ,$0.00 ,J4GAWNJCFS1RAPGRZCPCM6CZMG,5.46,58%,Female,26-35,GA
4/21/18,16:38:57,Handmade - Jewelry,1,Regular,1013,$13.00 ,($1.95),G64GW6X1Q97EWG7PASDK0QHR6R,5.46,58%,Male,18-25,FL
4/21/18,14:53:40,Handmade - Jewelry,1,Regular,1014,$13.00 ,$0.00 ,RSZ2S3J9QD3RYHFT88T9K4FD14,5.46,58%,Male,26-35,FL
4/20/18,15:29:42,None,1,,1073,$13.00 ,$0.00 ,ATQT9XQ2VS01AYJ0T9CFJYYJA4,5.46,58%,Female,36-45,NC
4/12/18,15:20:46,Vintage Clothing,1,,308,$13.00 ,$0.00 ,G6MF3ZDRBD5XAYRDZKHYKHJZC0,5.46,58%,Female,18-25,NC
3/31/18,13:03:00,Handmade - Apothecary,1,,940,$13.00 ,($1.95),YM4EZW4RM549GY9360Y7CAR8YR,5.46,58%,Female,26-35,NC
3/30/18,14:26:57,Handmade - Jewelry,1,Regular,1014,$13.00 ,$0.00 ,"7C4SQ04NDN7HRH0QV3T4TMRH0C, HG0FVGXSGH3KETGJPAJXJK44B0",5.46,58%,Male,46-55,NC
3/24/18,15:31:48,Handmade - Jewelry,1,Regular,1013,$13.00 ,$0.00 ,PZHP2Y6H0D5DMWZP84WNHC8QQ8,5.46,58%,Male,18-25,NC
3/24/18,14:57:59,Handmade - Jewelry,1,Regular,1013,$13.00 ,$0.00 ,NZGT2SJTXD4R0GX759167ZD874,5.46,58%,Female,36-45,NC
3/20/18,17:22:05,Handmade - Jewelry,1,Regular,1014,$13.00 ,$0.00 ,67SW2GJ6V15EMNQMSWD8HV2MA4,5.46,58%,Male,18-25,NC
3/17/18,16:12:36,Handmade - Jewelry,1,Regular,1014,$13.00 ,$0.00 ,QEG1ANQVV9070SME8VNFZHAJ24,5.46,58%,Female,46-55,SC
3/17/18,16:11:32,Handmade - Jewelry,1,Regular,1014,$13.00 ,$0.00 ,JSVW15DZES7Y0PSTX126WJMQA0,5.46,58%,Female,56-64,SC
3/17/18,15:08:47,Handmade - Jewelry,1,Regular,1013,$13.00 ,$0.00 ,0V27KH31VD1VYHEKAD8GMB88JR,5.46,58%,Female,18-25,VA
3/16/18,13:16:42,Handmade - Jewelry,1,Regular,1014,$13.00 ,$0.00 ,4ZA5BD0VMD0VCRMT74WM12WQ1G,5.46,58%,Female,26-35,GA
3/14/18,12:18:09,Handmade - Apothecary,1,,940,$13.00 ,$0.00 ,NP3AVAPHSX6FGNZSPXT1AN4KQ8,5.46,58%,Female,18-25,GA
2/20/18,15:13:12,Vintage Accessories,1,,754,$13.00 ,$0.00 ,HAZE26WQSH1PJSK5PT1SVVF6GC,5.46,58%,Male,36-45,FL
2/17/18,14:46:10,Vintage Clothing,1,,332,$13.00 ,$0.00 ,YWDQA0P93N7P8N31SV4V0VHJ90,5.46,58%,Male,46-55,FL
2/2/18,20:16:41,Vintage Clothing,1,,728,$13.00 ,($1.30),KQAXWVFXPN4RYZ9VM8ZRE5AJY4,5.46,58%,Female,18-25,NC
2/2/18,19:59:52,Vintage Clothing,1,,320,$13.00 ,($1.30),QVXH3W2NKX020R4D5E0ZKG95S8,5.46,58%,Female,26-35,NC
1/27/18,17:37:57,Vintage Accessories,1,,755,$13.00 ,($1.95),4K5R1QG66N7F0GS07NBS7C4H48,5.46,58%,Female,36-45,NC
11/3/17,12:53:04,Vintage Clothing,1,,319,$13.00 ,($1.30),G8SWKY5MB11NYJD4PF7MNCN28W,5.46,58%,Male,56-64,NC
10/19/17,12:24:00,Vintage Clothing,1,,355,$13.00 ,$0.00 ,Z3JP4BHSG52MAWQZPW2ZZXMP90,5.46,58%,Male,18-25,NC
8/10/18,17:57:27,Handmade - Stationery,1,,856,$12.99 ,$0.00 ,DQD29YTBK16CTT7GGHTWQGS7GM,5.46,58%,Female,36-45,SC
8/4/18,12:21:21,Handmade - Stationery,1,,856,$12.99 ,$0.00 ,0S6XDGECTS21AHC9K05NPEHCGC,5.46,58%,Female,46-55,SC
6/9/18,14:02:18,Handmade - Jewelry,1,Regular,894,$12.99 ,($2.60),67BMQXYTP56BGGE3Z86AFHDJ7C,5.46,58%,Female,56-64,TN
6/9/18,13:57:02,Handmade - Jewelry,1,Regular,894,$12.99 ,($1.30),N3MF3CMSMD1HTNDSRGEX5VVMAR,5.46,58%,Female,64+,VA
